"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Lynch IV, Daniel",663738,"KC","CH","Changeup",-0.3,-1,"209",19.2,"70","0.242","0.439","0.303",26.5,20,21.9,"0.282","0.472","0.335",37.7
"Suter, Brent",608718,"CIN","SI","Sinker",1.5,4,"258",23.1,"70","0.21","0.274","0.281",13.7,20,18.4,"0.198","0.282","0.263",31.3
"Banda, Anthony",607455,"LAD","FF","4-Seam Fastball",-0.4,-1,"249",23.4,"70","0.254","0.525","0.375",20.1,22.9,17,"0.27","0.461","0.377",52.3
"Kinley, Tyler",641755,"ATL","FF","4-Seam Fastball",-1.4,-4,"280",22.9,"70","0.304","0.5","0.415",14.3,10,10.3,"0.281","0.458","0.391",46.9
"Vásquez, Randy",681190,"SD","CU","Curveball",-1.6,-4,"276",12.8,"70","0.25","0.469","0.364",15.8,20,13.1,"0.267","0.497","0.355",44
"Houck, Tanner",656557,"BOS","ST","Sweeper",-1.9,-5,"265",35.4,"70","0.305","0.492","0.401",32.4,22.9,18.4,"0.279","0.433","0.369",38.6
"Armstrong, Shawn",542888,"TEX","FC","Cutter",2.3,6,"269",24.1,"70","0.188","0.328","0.26",18.7,12.9,15,"0.254","0.426","0.325",38.2
"Jax, Griffin",643377,"TB","CH","Changeup",1.8,4,"244",22.3,"70","0.182","0.273","0.218",46.5,41.4,31.2,"0.176","0.229","0.199",39.5
"Perkins, Jack",678022,"ATH","FF","4-Seam Fastball",-2,-5,"267",41.9,"70","0.281","0.474","0.392",25.4,17.1,14.3,"0.263","0.469","0.382",46.7
"Pérez, Martín",527048,"CWS","CH","Changeup",1,2,"260",28.8,"69","0.177","0.323","0.254",32,23.2,19.3,"0.202","0.397","0.291",37.5
"Megill, Trevor",656730,"MIL","CU","Curveball",2.4,7,"297",39.4,"69","0.121","0.197","0.151",48.9,42,25.7,"0.166","0.227","0.184",31.6
"Svanson, Matt",694335,"STL","ST","Sweeper",1.9,6,"336",34.9,"69","0.127","0.159","0.155",26.8,37.7,18.8,"0.146","0.238","0.191",33.3
"Morton, Charlie",450203,"ATL","CH","Changeup",-1.8,-5,"253",9.9,"69","0.373","0.559","0.417",27.1,11.6,18.6,"0.342","0.469","0.382",52.7
"Snell, Blake",605483,"LAD","CH","Changeup",3.2,8,"243",23.6,"69","0.153","0.203","0.234",43.5,21.7,29.4,"0.16","0.259","0.245",30.4
"Alvarado, José",621237,"PHI","SI","Sinker",-1.7,-5,"287",62.8,"69","0.355","0.581","0.44",10,14.5,15.4,"0.3","0.561","0.386",52.7
"McCullers Jr., Lance",621121,"HOU","SI","Sinker",-1.3,-4,"283",24.7,"69","0.333","0.463","0.423",21.3,14.5,20.4,"0.285","0.442","0.395",59.1
"Phillips, Tyler",663969,"MIA","ST","Sweeper",-0.8,-2,"251",22.5,"69","0.21","0.403","0.304",43.2,24.6,22.1,"0.221","0.346","0.289",33.3
"Flexen, Chris",623167,"CHC","FF","4-Seam Fastball",2.6,7,"277",41.2,"69","0.172","0.266","0.226",14,10.1,10.1,"0.266","0.518","0.358",43.9
"Brown, McCade",685326,"COL","FF","4-Seam Fastball",-2.4,-7,"286",57.1,"69","0.333","0.588","0.476",18,14.5,13.2,"0.295","0.569","0.448",59.5
"Rolison, Ryan",669020,"COL","CU","Curveball",-3.7,-8,"226",33.4,"69","0.333","0.571","0.416",20.5,17.4,16.2,"0.277","0.464","0.338",36.5
"Fernandez, Ryan",681676,"STL","SL","Slider",-2.5,-6,"247",47.1,"69","0.308","0.6","0.414",37.8,29,24.1,"0.189","0.344","0.253",40
"Mlodzinski, Carmen",669387,"PIT","FS","Split-Finger",0.4,1,"250",15.2,"69","0.235","0.279","0.254",43.1,44.9,27.2,"0.234","0.299","0.239",32.4
"Ogasawara, Shinnosuke",829272,"WSH","FF","4-Seam Fastball",-2,-5,"261",38.7,"69","0.345","0.569","0.43",12,7.2,9.1,"0.317","0.555","0.424",48.1
"Ramírez, Yohan",670990,"PIT","FF","4-Seam Fastball",-1.5,-4,"270",44.7,"68","0.35","0.567","0.443",19.9,23.5,25.8,"0.309","0.59","0.417",54.5
"Fried, Max",608331,"NYY","ST","Sweeper",0.1,0,"361",11.6,"68","0.21","0.29","0.26",36.4,29.4,25.3,"0.243","0.379","0.304",31
"Kelly, Merrill",518876,"TEX","CU","Curveball",-0.1,0,"274",9.7,"68","0.277","0.354","0.321",19.5,13.2,12.9,"0.306","0.444","0.338",55.4
"Povich, Cade",700249,"BAL","CH","Changeup",-0.5,-2,"296",15,"68","0.19","0.333","0.251",35.2,25,16.7,"0.248","0.438","0.316",36.2
"Povich, Cade",700249,"BAL","SI","Sinker",-0.4,-1,"242",12.3,"68","0.323","0.462","0.346",19.8,29.4,28.2,"0.29","0.43","0.322",54.3
"Mlodzinski, Carmen",669387,"PIT","SL","Slider",-1.4,-3,"232",14.1,"68","0.344","0.516","0.404",19.4,13.2,11.4,"0.316","0.502","0.37",47.3
"Nelson, Ryne",669194,"AZ","CU","Curveball",-1.2,-3,"269",10.9,"68","0.222","0.397","0.307",25.8,23.5,15.8,"0.238","0.389","0.299",53.2
"Bachar, Lake",669199,"MIA","SL","Slider",0.8,2,"266",23.3,"68","0.226","0.355","0.284",37,23.5,17.2,"0.217","0.378","0.289",34
"Matz, Steven",571927,"BOS","CU","Curveball",0.4,1,"253",21.8,"68","0.197","0.364","0.254",24.5,23.5,15.7,"0.21","0.386","0.254",37.3
"Headrick, Brent",687396,"NYY","FF","4-Seam Fastball",0.7,2,"234",63.9,"68","0.197","0.393","0.295",25.4,30.9,26.3,"0.203","0.359","0.285",50
"Ferguson, Caleb",657571,"SEA","FC","Cutter",1.9,5,"244",23.4,"68","0.161","0.226","0.211",23,19.1,13.5,"0.26","0.385","0.31",36
"Baker, Bryan",641329,"TB","SL","Slider",-0.5,-1,"275",25,"68","0.286","0.587","0.392",23.1,16.2,17.7,"0.261","0.522","0.357",50
"Woo, Bryan",693433,"SEA","ST","Sweeper",-0.4,-1,"245",9,"68","0.197","0.303","0.23",44.9,47.1,26,"0.146","0.215","0.172",17.6
"Ryan, Joe",657746,"MIN","FS","Split-Finger",-2.4,-7,"310",11.1,"68","0.25","0.5","0.346",23.5,25,13.9,"0.254","0.509","0.337",47.9
"Leahy, Kyle",681517,"STL","CU","Curveball",1.7,4,"243",18,"68","0.141","0.172","0.171",35.1,36.8,19.8,"0.195","0.303","0.243",48.7
"Beck, Tristan",663941,"SF","ST","Sweeper",2,5,"232",28.4,"68","0.141","0.297","0.214",30.8,26.5,19.1,"0.196","0.365","0.267",29.8
"Vest, Will",676684,"DET","SL","Slider",0,0,"271",23.8,"68","0.206","0.286","0.25",43.7,39.7,25.2,"0.166","0.235","0.212",30.6
"Liberatore, Matthew",669461,"STL","FC","Cutter",-3.4,-8,"248",10.4,"68","0.379","0.603","0.458",14.9,1.5,4,"0.337","0.485","0.401",32.8
"Assad, Javier",665871,"CHC","SI","Sinker",1.5,3,"230",40.6,"67","0.224","0.276","0.311",17.6,16.4,17.2,"0.247","0.312","0.306",36.2
"Heaney, Andrew",571760,"LAD","SI","Sinker",-0.2,-1,"234",11.2,"67","0.262","0.508","0.362",11.3,9,16.2,"0.308","0.545","0.384",45.6
"Rutledge, Jackson",671131,"WSH","FF","4-Seam Fastball",-2.2,-6,"250",18.7,"67","0.246","0.544","0.364",24.6,20.9,14.3,"0.257","0.546","0.371",60
"Hamilton, Ian",641656,"NYY","SL","Slider",0,0,"244",38.1,"67","0.164","0.344","0.257",50,46.3,27,"0.118","0.269","0.209",40
"Gray, Sonny",543243,"STL","FC","Cutter",0,0,"342",12.6,"67","0.377","0.492","0.412",23.4,4.5,30,"0.33","0.483","0.374",44.1
"Long, Sam",669674,"KC","FF","4-Seam Fastball",-2.1,-6,"277",35.2,"67","0.321","0.566","0.445",11.2,11.9,9.6,"0.278","0.485","0.401",51.1
"Wheeler, Zack",554430,"PHI","FS","Split-Finger",0.9,2,"212",8.9,"67","0.159","0.27","0.214",37.5,35.8,23.5,"0.187","0.294","0.235",25.6
"Megill, Tylor",656731,"NYM","SL","Slider",-0.9,-3,"283",22.9,"67","0.254","0.305","0.307",46.4,35.8,22.4,"0.204","0.287","0.282",40
"Lynch IV, Daniel",663738,"KC","SI","Sinker",-0.4,-1,"207",19,"67","0.259","0.397","0.325",13.3,11.9,20,"0.228","0.378","0.312",35.3
"Hodge, Porter",687863,"CHC","ST","Sweeper",-1.9,-4,"199",31.9,"67","0.281","0.614","0.435",27.4,22.4,25,"0.227","0.387","0.326",28.6
"Burnes, Corbin",669203,"AZ","CU","Curveball",1.4,3,"194",19.2,"67","0.164","0.23","0.231",43.8,43.3,30.5,"0.13","0.2","0.191",34.4
"Bowlan, Jonathan",680742,"KC","SL","Slider",0.7,2,"227",31.2,"67","0.234","0.438","0.293",40.2,37.3,28.7,"0.22","0.425","0.283",45
"Gage, Matt",657424,"SF","SL","Slider",1.4,4,"270",50.8,"67","0.274","0.339","0.309",20,17.9,17.1,"0.231","0.314","0.263",41.2
"Olson, Reese",681857,"DET","CH","Changeup",0.7,2,"300",25.9,"67","0.143","0.286","0.227",46.2,40.3,24.3,"0.173","0.289","0.228",27.8
"Festa, David",701581,"MIN","CH","Changeup",0.9,2,"256",29,"67","0.113","0.274","0.225",44,38.8,23.2,"0.134","0.302","0.232",27.8
"Reynolds, Sean",669308,"SD","FF","4-Seam Fastball",-1.3,-3,"256",51.8,"67","0.216","0.451","0.38",23.1,19.4,17.8,"0.319","0.653","0.478",60.5
"Muñoz, Andrés",662253,"SEA","FF","4-Seam Fastball",0,0,"362",35,"67","0.255","0.431","0.38",21.3,19.4,13.4,"0.274","0.51","0.408",59
"Burns, Chase",695505,"CIN","SL","Slider",0.1,0,"258",33.8,"67","0.197","0.439","0.281",43.9,47.8,34.4,"0.175","0.334","0.234",35.3
"Topa, Justin",623437,"MIN","ST","Sweeper",0.7,2,"287",29.3,"66","0.23","0.279","0.249",33,36.4,23.3,"0.192","0.303","0.243",44.7
"Garrett, Reed",657585,"NYM","FC","Cutter",0.5,2,"276",28.2,"66","0.276","0.534","0.386",23.6,16.7,22.4,"0.264","0.512","0.372",55.3
"Jobe, Jackson",695549,"DET","FF","4-Seam Fastball",-0.6,-2,"272",31,"66","0.296","0.519","0.395",14.2,9.1,7.7,"0.287","0.494","0.385",46
"Burke, Brock",656271,"LAA","CH","Changeup",-1.6,-4,"223",22,"66","0.258","0.484","0.363",25.6,22.7,18.8,"0.242","0.349","0.268",40.8
"Darvish, Yu",506433,"SD","SI","Sinker",0.3,1,"232",20.1,"66","0.182","0.327","0.291",15.4,18.2,24.5,"0.181","0.265","0.27",31.8
"Alcala, Jorge",660896,"STL","CU","Curveball",-1.2,-3,"246",23.3,"66","0.25","0.367","0.303",22.1,25.8,15.3,"0.226","0.355","0.276",26.7
"Kolek, Stephen",663568,"KC","FC","Cutter",1.7,4,"256",15.2,"66","0.276","0.345","0.314",19,13.6,24.3,"0.258","0.424","0.33",44
"Walter, Brandon",687888,"HOU","FC","Cutter",1.2,3,"223",27.4,"66","0.254","0.587","0.36",16.2,15.2,27,"0.267","0.465","0.323",40.7
"Liberatore, Matthew",669461,"STL","CU","Curveball",0.1,0,"376",15.8,"66","0.197","0.295","0.228",32.6,45.5,19.4,"0.16","0.248","0.194",30.3
"Cantillo, Joey",676282,"CLE","CU","Curveball",0.7,2,"307",18.8,"66","0.234","0.25","0.234",24.3,37.9,22.7,"0.199","0.261","0.206",30
"Gore, MacKenzie",669022,"WSH","CH","Changeup",-1.7,-5,"289",10.3,"66","0.271","0.508","0.359",47.2,25.8,21.5,"0.207","0.367","0.285",27.9
"Zeferjahn, Ryan",666171,"LAA","ST","Sweeper",-0.9,-2,"276",26.8,"66","0.19","0.414","0.296",40.4,40.9,23.1,"0.156","0.26","0.231",28.1
"Woodford, Jake",663765,"AZ","SI","Sinker",1.1,2,"196",31.4,"66","0.293","0.379","0.347",8.8,16.7,22.4,"0.298","0.46","0.361",34.7
"Young, Brandon",687064,"BAL","FS","Split-Finger",-4.8,-8,"167",17.8,"66","0.281","0.609","0.395",29.4,28.8,22.9,"0.211","0.439","0.285",42.2
"Rea, Colin",607067,"CHC","SL","Slider",-0.4,-1,"254",10,"66","0.254","0.397","0.313",39.3,33.3,22.9,"0.24","0.408","0.293",48.8
"Sands, Cole",663485,"MIN","FC","Cutter",-0.6,-2,"272",23.8,"66","0.339","0.5","0.401",22.9,13.6,17,"0.264","0.464","0.363",44
"Dobbins, Hunter",690928,"BOS","SL","Slider",0.3,1,"252",27.1,"66","0.234","0.422","0.292",29.2,16.7,21.2,"0.293","0.53","0.36",52.8
"Hernández, Daysbel",678226,"ATL","FF","4-Seam Fastball",0.7,2,"315",43.9,"66","0.157","0.255","0.289",23.8,25.8,17.9,"0.177","0.321","0.317",42.9
"Schreiber, John",670167,"KC","ST","Sweeper",0.2,1,"296",28.3,"66","0.23","0.393","0.297",17.2,12.1,9.3,"0.271","0.469","0.339",33.3
"Gonsolin, Tony",664062,"LAD","FF","4-Seam Fastball",-0.8,-2,"245",40.2,"66","0.291","0.527","0.407",23.5,12.1,12.9,"0.273","0.513","0.393",48.9
"Tonkin, Michael",543859,"MIN","FF","4-Seam Fastball",-0.2,0,"226",56.9,"65","0.281","0.439","0.347",21.1,20,19.4,"0.269","0.474","0.358",46.7
"Lugo, Seth",607625,"KC","CH","Changeup",-2.4,-5,"229",9.6,"65","0.297","0.563","0.368",19.8,15.4,14.7,"0.288","0.553","0.359",53.7
"Schmidt, Clarke",657376,"NYY","CU","Curveball",0.9,2,"223",18.2,"65","0.153","0.203","0.205",30,41.5,23.1,"0.167","0.211","0.213",40.6
"Cruz, Steven",674444,"KC","SL","Slider",3.4,5,"156",24.3,"65","0.156","0.219","0.171",24.5,24.6,21.6,"0.186","0.259","0.201",20.8
"Wilson, Steven",621051,"CWS","FF","4-Seam Fastball",1.5,5,"325",33.4,"65","0.196","0.25","0.255",20.8,27.7,20,"0.232","0.332","0.295",56.4
"Enns, Dietrich",608650,"BAL","CH","Changeup",1.4,3,"219",29.6,"65","0.25","0.317","0.273",26,15.4,13.3,"0.277","0.36","0.3",29.4
"Paddack, Chris",663978,"DET","CU","Curveball",-1,-3,"304",11.9,"65","0.274","0.516","0.34",18.4,10.8,8.9,"0.287","0.514","0.348",41.1
"Morgan, David",688158,"SD","FF","4-Seam Fastball",0.2,1,"281",36.7,"65","0.185","0.37","0.317",20.5,20,14.1,"0.233","0.412","0.347",39
"Banda, Anthony",607455,"LAD","SI","Sinker",1.7,4,"252",23.7,"65","0.241","0.37","0.327",14.4,10.8,25,"0.238","0.369","0.331",35.4
"Borucki, Ryan",621366,"TOR","SL","Slider",0.7,2,"244",41.1,"65","0.118","0.255","0.245",37.7,24.6,21.1,"0.209","0.386","0.33",36.8
"Matz, Steven",571927,"BOS","CH","Changeup",-1.1,-2,"211",18.2,"65","0.258","0.419","0.324",20.2,15.4,12.5,"0.216","0.431","0.295",34
"Erceg, Lucas",668674,"KC","SL","Slider",0.4,1,"283",29.4,"65","0.186","0.407","0.289",36.2,21.5,15.2,"0.229","0.446","0.322",33.3
"Quantrill, Cal",615698,"ATL","FF","4-Seam Fastball",-1,-3,"301",15,"65","0.31","0.5","0.385",21.6,21.5,11.7,"0.228","0.404","0.313",36.4
"Buehler, Walker",621111,"PHI","CU","Curveball",-1.8,-5,"282",12.9,"65","0.279","0.475","0.359",24.8,23.1,14,"0.229","0.375","0.284",28.3
"Ohtani, Shohei",660271,"LAD","FF","4-Seam Fastball",3,9,"292",38.8,"65","0.183","0.25","0.218",24.7,27.7,22,"0.203","0.331","0.253",34.9
"Misiorowski, Jacob",694819,"MIL","SL","Slider",-0.6,-2,"283",24.3,"65","0.293","0.534","0.38",20,15.4,14.3,"0.254","0.435","0.336",37.5
"Vasil, Mike",678024,"CWS","ST","Sweeper",-0.5,-1,"265",16.1,"65","0.169","0.305","0.247",29.3,30.8,18.7,"0.198","0.296","0.258",33.3
"Evans, Logan",688138,"SEA","SI","Sinker",-1.7,-4,"226",16.9,"65","0.322","0.508","0.403",8.8,13.8,23.7,"0.29","0.468","0.358",48
"Duran, Jhoan",661395,"PHI","CU","Curveball",0.4,1,"206",19.2,"65","0.19","0.254","0.224",41.8,50.8,31.7,"0.153","0.225","0.179",33.3
"Martinez, Nick",607259,"CIN","SL","Slider",-0.4,-1,"268",10.4,"65","0.292","0.431","0.312",34.1,21.5,18.4,"0.24","0.383","0.266",33.3
"Taillon, Jameson",592791,"CHC","CH","Changeup",2,4,"221",11.2,"64","0.161","0.258","0.196",36.6,26.6,22.7,"0.171","0.259","0.2",24.4
"Bednar, David",670280,"NYY","FS","Split-Finger",2.4,5,"202",19.7,"64","0.175","0.206","0.191",36.2,42.2,27.3,"0.172","0.217","0.178",47.2
"Javier, Cristian",664299,"HOU","FF","4-Seam Fastball",-0.2,0,"246",39.9,"64","0.255","0.382","0.348",20,17.2,14.1,"0.164","0.309","0.27",34.1
"Schreiber, John",670167,"KC","SI","Sinker",-1,-2,"203",19.4,"64","0.271","0.475","0.39",11.5,14.1,18.4,"0.282","0.423","0.334",42
"Bradley, Taj",671737,"MIN","SI","Sinker",-1.5,-3,"202",8.9,"64","0.29","0.419","0.363",15.1,14.1,29,"0.304","0.485","0.348",35.8
"Miller, Shelby",571946,"MIL","FS","Split-Finger",-0.3,-1,"203",28.8,"64","0.153","0.339","0.244",44.9,35.9,24.7,"0.227","0.391","0.297",41.7
"Kranick, Max",668820,"NYM","FF","4-Seam Fastball",-0.7,-1,"214",40.5,"64","0.276","0.362","0.318",25.6,15.6,17.2,"0.246","0.362","0.313",40.8
"Gusto, Ryan",687473,"MIA","FC","Cutter",-2.5,-5,"194",11,"64","0.39","0.559","0.448",22.5,21.9,22.6,"0.308","0.52","0.379",57.8
"Speier, Gabe",642100,"SEA","SL","Slider",0.2,1,"237",25.7,"64","0.14","0.281","0.223",49.1,46.9,25.6,"0.148","0.238","0.213",50
"McLean, Nolan",690997,"NYM","SI","Sinker",2,4,"206",27.9,"64","0.193","0.316","0.284",18.7,26.6,29.8,"0.211","0.328","0.283",50
"Ross, Joe",605452,"PHI","FF","4-Seam Fastball",0.3,1,"307",35.6,"64","0.294","0.451","0.375",29.1,15.6,16.9,"0.268","0.496","0.382",39.5
"Quintana, Jose",500779,"MIL","FF","4-Seam Fastball",-0.7,-2,"255",11.7,"64","0.204","0.407","0.316",20.7,17.2,13.4,"0.255","0.512","0.372",36.4
"Rea, Colin",607067,"CHC","ST","Sweeper",0.8,2,"235",9.3,"64","0.19","0.333","0.23",25.2,25,13.2,"0.217","0.318","0.237",21.3
"Pallante, Andre",669467,"STL","CU","Curveball",-1.4,-5,"381",14,"64","0.206","0.365","0.264",41,43.8,14.7,"0.182","0.308","0.217",45.7
"Speier, Gabe",642100,"SEA","SI","Sinker",1.3,4,"272",29.5,"63","0.298","0.404","0.332",9,3.2,7.7,"0.239","0.306","0.292",23.2
"Verlander, Justin",434378,"SF","ST","Sweeper",3.8,8,"206",7.9,"63","0.053","0.105","0.121",27.4,30.2,20,"0.134","0.223","0.187",27.5
"Treinen, Blake",595014,"LAD","ST","Sweeper",-0.2,0,"241",47.2,"63","0.237","0.373","0.279",34.7,39.7,26.9,"0.169","0.274","0.212",31.4
"Barnett, Mason",686930,"ATH","FF","4-Seam Fastball",0.1,0,"230",53.4,"63","0.278","0.333","0.345",15.8,12.7,11.9,"0.277","0.419","0.355",52.2
"Pérez, Martín",527048,"CWS","FC","Cutter",-0.8,-2,"255",28.3,"63","0.226","0.434","0.346",21.2,23.8,21.7,"0.294","0.575","0.419",44.7
"Morejon, Adrian",670970,"SD","SL","Slider",1.4,3,"246",24.6,"63","0.129","0.21","0.2",38.3,34.9,25.6,"0.219","0.349","0.246",26.8
"Taillon, Jameson",592791,"CHC","CU","Curveball",2.6,7,"263",13.3,"63","0.155","0.155","0.187",15.8,22.2,15.4,"0.193","0.298","0.25",34.1
"Chafin, Andrew",605177,"LAA","SL","Slider",0.8,2,"237",38.6,"63","0.161","0.232","0.21",41,42.9,18.4,"0.155","0.239","0.211",19.4
"Bednar, David",670280,"NYY","CU","Curveball",1.5,6,"371",36.2,"63","0.172","0.207","0.221",43.1,42.9,28.4,"0.165","0.187","0.209",12.9
"Brzykcy, Zach",694350,"WSH","FF","4-Seam Fastball",-1.6,-4,"245",53.4,"63","0.321","0.679","0.464",17.8,15.9,15.9,"0.285","0.567","0.413",48.8
"Oviedo, Johan",670912,"PIT","SL","Slider",0.2,0,"214",32.2,"63","0.212","0.365","0.354",28.3,23.8,23.1,"0.193","0.279","0.29",24.3
"Jackson, Luke",592426,"SEA","FF","4-Seam Fastball",0.6,1,"264",33.8,"63","0.163","0.245","0.281",14.8,15.9,14.3,"0.234","0.482","0.353",39.5
"Kriske, Brooks",621139,"MIN","FS","Split-Finger",0.3,1,"204",53.5,"63","0.216","0.333","0.324",28.3,23.8,20.8,"0.229","0.288","0.316",27.8
"López, Pablo",641154,"MIN","ST","Sweeper",1.7,4,"267",21.2,"63","0.133","0.183","0.179",30.1,30.2,18.3,"0.213","0.296","0.242",26.8
"Luzardo, Jesús",666200,"PHI","SL","Slider",-0.5,-1,"197",6.5,"63","0.169","0.237","0.199",34,47.6,21.1,"0.153","0.229","0.198",33.3
"Booser, Cam",592155,"CWS","FF","4-Seam Fastball",-1.6,-4,"262",45.9,"63","0.278","0.593","0.416",21.6,20.6,15.1,"0.212","0.5","0.356",52.4
"Rodríguez, Manuel",655889,"TB","SL","Slider",3.6,8,"214",49.7,"62","0.158","0.193","0.179",29.6,25.8,23.9,"0.211","0.299","0.242",34.9
"Alexander, Scott",518397,"SF","SI","Sinker",-2.8,-6,"204",65.2,"62","0.34","0.698","0.488",12.1,6.5,8.9,"0.335","0.697","0.471",55.1
"Lively, Ben",594902,"CLE","SI","Sinker",0.1,0,"175",24.3,"62","0.291","0.345","0.328",13.2,22.6,17.1,"0.234","0.324","0.294",41.5
"Gomber, Austin",596295,"COL","CU","Curveball",-1.9,-5,"248",24.8,"62","0.3","0.6","0.418",15.4,22.6,14.6,"0.249","0.482","0.321",30.4
"Carrasco, Carlos",471911,"ATL","SI","Sinker",-2.6,-5,"177",22.7,"62","0.345","0.618","0.449",12.6,8.1,17.2,"0.312","0.495","0.386",52
"Ohl, Pierson",701487,"MIN","CH","Changeup",-1.7,-3,"205",37.7,"62","0.262","0.541","0.358",32,21,14.8,"0.249","0.391","0.28",29.2
"Gilbert, Tyler",656457,"CWS","SI","Sinker",0.8,2,"263",31.3,"62","0.28","0.44","0.387",15,12.9,15.4,"0.296","0.508","0.407",48.8
"Englert, Mason",669438,"TB","CH","Changeup",2.5,6,"248",34.3,"62","0.167","0.167","0.17",33.3,30.6,18.1,"0.222","0.327","0.251",41.5
"Yarbrough, Ryan",642232,"NYY","FC","Cutter",-0.2,0,"263",25.9,"62","0.278","0.537","0.378",17.7,9.7,12.5,"0.296","0.535","0.386",38.8
"Fitts, Richard",690916,"BOS","SL","Slider",-3.9,-8,"206",28,"62","0.346","0.654","0.486",25.7,14.5,15.8,"0.291","0.567","0.422",56.8
"Harris, Hogan",663687,"ATH","CU","Curveball",0.7,2,"256",22.8,"62","0.172","0.293","0.22",26.1,30.6,19,"0.226","0.342","0.277",22.5
"Ross, Joe",605452,"PHI","SI","Sinker",-1.4,-3,"246",28.5,"62","0.309","0.509","0.378",11.2,14.5,13,"0.258","0.435","0.345",42.6
"Olson, Reese",681857,"DET","SL","Slider",0.8,2,"250",21.6,"62","0.241","0.362","0.29",44.8,27.4,20.5,"0.235","0.361","0.283",43.9
"Rocker, Kumar",677958,"TEX","FF","4-Seam Fastball",-2.4,-6,"228",20.2,"62","0.364","0.709","0.476",16.8,14.5,11.5,"0.308","0.611","0.416",55.3
"Jacob, Alek",689690,"SD","FF","4-Seam Fastball",1.3,3,"247",42.2,"61","0.157","0.314","0.28",24.3,26.2,21.9,"0.183","0.385","0.314",37.1
"Gil, Luis",661563,"NYY","SL","Slider",-0.9,-2,"250",25.8,"61","0.178","0.333","0.343",31.5,26.2,15.4,"0.179","0.3","0.334",30
"Ferguson, Tyler",621053,"ATH","ST","Sweeper",0.4,1,"312",31.5,"61","0.259","0.328","0.256",28.8,24.6,16.7,"0.22","0.332","0.248",22.2
"Junk, Janson",676083,"MIA","ST","Sweeper",3.3,8,"247",15.2,"61","0.169","0.186","0.168",18.9,18,16.4,"0.215","0.326","0.235",38
"Lopez, Jacob",682052,"ATH","FC","Cutter",-0.6,-1,"243",14.6,"61","0.283","0.453","0.366",19.4,19.7,21.8,"0.241","0.408","0.332",34.1
"Dana, Caden",702674,"LAA","FF","4-Seam Fastball",-1.2,-3,"253",45,"61","0.261","0.522","0.398",15.5,18,21.2,"0.255","0.48","0.398",48.6
"Fermin, José",820862,"LAA","FF","4-Seam Fastball",-0.5,-2,"304",47.1,"61","0.264","0.566","0.409",25.2,19.7,13.3,"0.257","0.581","0.396",51.2
"Meyer, Max",676974,"MIA","FF","4-Seam Fastball",-2.6,-6,"231",22.2,"61","0.315","0.63","0.433",14,13.1,13.1,"0.34","0.676","0.458",52.2
"Kranick, Max",668820,"NYM","SL","Slider",1.6,3,"211",39.9,"61","0.237","0.407","0.289",15,9.8,16.7,"0.292","0.525","0.358",45.3
"Eflin, Zach",621107,"BAL","CH","Changeup",2.4,4,"187",16.6,"61","0.172","0.31","0.218",15.2,9.8,15.4,"0.281","0.504","0.34",39.6
"Lucas, Easton",687922,"TOR","FF","4-Seam Fastball",0.9,2,"218",49.8,"61","0.245","0.388","0.321",27.1,24.6,18.3,"0.24","0.501","0.356",51.4
"Barlow, Scott",605130,"CIN","FF","4-Seam Fastball",0.9,2,"271",21.3,"61","0.196","0.326","0.341",20.8,18,13.6,"0.234","0.484","0.4",45.7
"Stanek, Ryne",592773,"NYM","SL","Slider",0,0,"231",21.7,"61","0.204","0.315","0.289",44.7,32.8,21.5,"0.167","0.281","0.26",38.2
"Gilbert, Tyler",656457,"CWS","ST","Sweeper",2.2,6,"254",30.3,"61","0.107","0.143","0.146",45,36.1,22.7,"0.143","0.27","0.215",20
"Lynch IV, Daniel",663738,"KC","FF","4-Seam Fastball",-1.1,-3,"247",22.7,"61","0.265","0.429","0.377",14.4,8.2,8.6,"0.237","0.418","0.361",40.9
"Kirby, George",669923,"SEA","CU","Curveball",0.8,2,"236",11.3,"61","0.217","0.267","0.22",39.2,34.4,19.8,"0.229","0.341","0.251",48.7
"Blewett, Scott",656240,"BAL","FF","4-Seam Fastball",-0.4,-1,"256",36,"60","0.26","0.54","0.384",16.8,11.7,14.6,"0.293","0.596","0.419",61.4
"Scott, Tayler",605463,"HOU","FF","4-Seam Fastball",-2.7,-7,"256",47.8,"60","0.283","0.522","0.408",24.5,15,11.4,"0.252","0.498","0.403",43.6
"Clase, Emmanuel",661403,"CLE","SL","Slider",0.2,1,"225",30.2,"60","0.218","0.327","0.278",37.5,28.3,20.5,"0.186","0.291","0.234",28.2
"Garcia, Rico",670329,"BAL","FF","4-Seam Fastball",0.5,1,"231",39.4,"60","0.212","0.481","0.332",29.1,23.3,20.6,"0.232","0.449","0.346",61.5
"Bubic, Kris",663460,"KC","SL","Slider",1.1,3,"243",13.5,"60","0.245","0.377","0.294",28.7,21.7,30.2,"0.266","0.467","0.34",54.8
"Vasil, Mike",678024,"CWS","CH","Changeup",2.4,5,"200",12.2,"60","0.158","0.246","0.23",20.6,13.3,16.7,"0.237","0.405","0.294",38.8
