"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Lovelady, Richard",663992,"NYM","FF","4-Seam Fastball",-6.1,-2,"28",12.7,"5","0.5","1.5","0.79",20,20,7.1,"0.41","1.135","0.649",100
"McDermott, Chayce",694646,"BAL","FC","Cutter",-7.4,-2,"21",10.8,"5","1","1","0.64",16.7,0,0,"0.797","0.91","0.773",66.7
"Wells, Tyler",669330,"BAL","CU","Curveball",-1.4,0,"30",8.8,"5","0.4","0.4","0.45",10,0,0,"0.421","0.47","0.389",40
"France, J.P.",641585,"HOU","FF","4-Seam Fastball",1,0,"27",35.5,"5","0.25","0.25","0.32",25,20,12.5,"0.287","0.351","0.362",100
"Bruihl, Justin",677865,"TOR","FC","Cutter",-4.6,-1,"16",7.3,"5","0.333","0.333","0.46",22.2,40,28.6,"0.247","0.267","0.414",0
"Winckowski, Josh",670174,"BOS","SL","Slider",-5.6,-1,"19",9.2,"5","0.6","0.6","0.54",22.2,20,11.1,"0.277","0.474","0.322",75
"Estes, Joey",683155,"ATH","SI","Sinker",0.9,0,"21",11.3,"5","0.4","0.4","0.36",10,0,,"0.419","0.474","0.39",20
"Fulmer, Carson",608334,"LAA","CU","Curveball",-5.6,-2,"28",6.1,"5","0.4","1","0.58",10,0,0,"0.475","0.995","0.614",40
"Basso, Brady",669620,"ATH","CH","Changeup",-6.2,-1,"20",9.7,"5","0.6","0.6","0.54",12.5,0,0,"0.522","0.58","0.485",20
"Harris, Hogan",663687,"ATH","FC","Cutter",-4.2,-1,"29",2.6,"5","0.6","0.6","0.54",0,0,0,"0.44","0.498","0.408",20
"Headrick, Brent",687396,"NYY","FS","Split-Finger",0.2,0,"39",10.7,"5","0.2","0.2","0.18",23.5,20,5.9,"0.249","0.27","0.231",25
"Green, Chad",643338,"TOR","SI","Sinker",-10.5,-2,"16",2.3,"5","0.8","0.8","0.72",0,0,,"0.58","0.692","0.557",40
"Tarnok, Freddy",676206,"MIA","SL","Slider",2.6,1,"22",16.9,"5","0","0","0.14",28.6,40,33.3,"0.155","0.314","0.299",50
"Contreras, Roansy",672710,"COL","SI","Sinker",-0.1,0,"22",11.2,"5","0.25","0.25","0.32",0,0,0,"0.119","0.148","0.231",0
"Winans, Allan",642216,"NYY","FF","4-Seam Fastball",-6.5,-2,"25",14.6,"5","0.5","1.25","0.71",0,0,0,"0.25","0.675","0.444",25
"Jameson, Drey",686753,"AZ","FF","4-Seam Fastball",-20.3,-2,"10",18.9,"5","0.75","1.25","0.82",0,0,0,"0.696","0.883","0.692",50
"Hader, Josh",623352,"HOU","CH","Changeup",2.5,1,"37",4.4,"5","0","0","0",40,20,5.9,"0.208","0.285","0.21",50
"Contreras, Luis",664351,"HOU","ST","Sweeper",0.5,0,"27",12.1,"5","0","0","0.14",36.4,20,12.5,"0.144","0.395","0.315",33.3
"Bowden, Ben",641386,"ATH","CH","Changeup",-2.3,-1,"22",11.8,"5","0.4","0.6","0.43",16.7,0,0,"0.396","0.698","0.464",40
"Woodruff, Brandon",605540,"MIL","CU","Curveball",-1.3,0,"36",3.7,"5","0.4","0.4","0.36",25,20,16.7,"0.409","0.463","0.384",0
"Hudson, Bryan",663542,"CWS","SI","Sinker",-8.8,-2,"24",7.5,"5","0.4","0.8","0.68",0,0,0,"0.429","0.504","0.4",60
"Dodd, Dylan",689266,"ATL","SL","Slider",-3.3,-1,"45",8.4,"5","0.4","0.4","0.36",23.1,20,3.3,"0.179","0.225","0.177",0
"Cosgrove, Tom",676680,"CHC","ST","Sweeper",1.9,1,"27",42.2,"5","0.2","0.2","0.18",8.3,0,0,"0.205","0.239","0.195",0
"Darrell-Hicks, Michael",690382,"PIT","ST","Sweeper",-0.4,0,"30",19,"5","0.25","0.25","0.18",46.2,40,12.5,"0.213","0.268","0.354",33.3
"Stroman, Marcus",573186,"NYY","CU","Curveball",-4.4,-2,"35",5,"5","0.6","0.8","0.61",29.4,0,0,"0.504","0.689","0.518",40
"Lawrence, Justin",664875,"PIT","FF","4-Seam Fastball",-0.2,0,"25",9.3,"5","0.25","0.5","0.39",23.1,20,10,"0.427","1.57","0.788",100
"Ramírez, Yohan",670990,"PIT","SL","Slider",0.2,0,"23",3.8,"5","0.25","0.25","0.32",30.8,40,28.6,"0.182","0.199","0.277",50
"Henry, Tommy",674072,"AZ","CH","Changeup",-0.4,0,"25",23.4,"5","0.2","0.2","0.18",45.5,40,40,"0.316","0.396","0.306",66.7
"Cosgrove, Tom",676680,"CHC","FF","4-Seam Fastball",0,0,"16",25,"5","0.2","0.2","0.18",30,40,33.3,"0.152","0.175","0.145",0
"Jarvis, Bryce",686826,"AZ","FC","Cutter",-4.7,-1,"16",3.9,"5","0.4","0.8","0.5",0,0,0,"0.292","0.64","0.387",60
"Suarez, José",660761,"ATL","ST","Sweeper",16.7,1,"5",1.7,"5","0","0","0",60,60,60,"0.063","0.221","0.102",50
"Henderson, Logan",701656,"MIL","FC","Cutter",3.9,1,"32",7.8,"5","0","0","0",27.8,20,25,"0.176","0.508","0.282",25
"Martin, Chris",455119,"TEX","ST","Sweeper",2.8,0,"12",1.9,"5","0.2","0.2","0.18",0,0,0,"0.266","0.292","0.244",20
"Brebbia, John",605154,"ATL","CH","Changeup",-2.9,-1,"31",6.8,"5","0.4","0.4","0.36",0,0,0,"0.29","0.331","0.271",40
"Owens, Tyler",687074,"DET","FC","Cutter",-3.7,-1,"18",27.3,"5","0.5","0.5","0.6",40,0,0,"0.528","0.651","0.624",50
"Mears, Nick",683232,"MIL","CU","Curveball",-3.3,-1,"35",4.1,"5","0.25","1","0.4",14.3,0,0,"0.415","1.028","0.55",60
"Curvelo, Luis",681168,"TEX","CH","Changeup",4.8,1,"18",5.5,"5","0","0","0",33.3,40,33.3,"0.038","0.088","0.052",33.3
"Jax, Griffin",643377,"TB","FC","Cutter",-0.5,0,"44",4,"5","0.4","0.8","0.5",28.6,0,0,"0.285","0.312","0.266",0
"Waldron, Matt",663362,"SD","SI","Sinker",-9.8,-1,"9",8.7,"5","0.75","0.75","0.68",0,0,0,"0.517","0.619","0.541",50
"Pérez, Martín",527048,"CWS","FF","4-Seam Fastball",1.4,0,"32",3.5,"5","0.2","0.4","0.25",8.3,20,11.1,"0.247","0.457","0.295",75
"Thornton, Trent",663423,"SEA","CH","Changeup",12.4,1,"9",1.4,"5","0","0","0",16.7,20,33.3,"0.054","0.104","0.065",25
"Brieske, Beau",689225,"DET","SL","Slider",-1.5,-1,"41",10.1,"5","0.2","0.2","0.18",44.4,20,7.1,"0.273","0.316","0.265",75
"Wicks, Jordan",696136,"CHC","SL","Slider",-4.6,-1,"28",12.9,"5","0.4","1.2","0.65",28.6,0,0,"0.33","0.656","0.408",60
"Saucedo, Tayler",642048,"SEA","ST","Sweeper",1.5,0,"34",14.7,"5","0","0","0",30,60,15.8,"0.025","0.056","0.034",0
"Taylor, Troy",700187,"SEA","SI","Sinker",-7.1,-1,"19",14,"5","0.667","0.667","0.64",42.9,0,0,"0.477","0.572","0.557",0
"Kikuchi, Yusei",579328,"LAA","SI","Sinker",0.8,0,"34",1.1,"5","0.2","0.2","0.18",14.3,20,14.3,"0.192","0.223","0.184",50
"Whitley, Forrest",666215,"TB","SV","Slurve",-4.3,-1,"24",9.4,"5","0.4","0.6","0.43",14.3,40,16.7,"0.298","0.829","0.463",66.7
"Mederos, Victor",682989,"LAA","CH","Changeup",-26.3,-3,"12",3.8,"5","0.4","1.6","0.8",20,20,33.3,"0.335","1.02","0.556",50
"Lawrence, Casey",596271,"SEA","SL","Slider",4.8,1,"13",4.7,"5","0.2","0.2","0.18",37.5,20,50,"0.257","0.696","0.39",75
"Thornton, Trent",663423,"SEA","SI","Sinker",-8.3,-1,"16",2.4,"5","0.5","1.25","0.72",25,0,0,"0.563","1.496","0.82",75
"Seymour, Ian",693855,"TB","SL","Slider",1.6,0,"26",2.6,"5","0.2","0.2","0.18",41.7,40,16.7,"0.195","0.224","0.184",0
"Kent, Zak",687849,"CLE","SI","Sinker",2.7,0,"17",5.5,"5","0","0","0.28",20,20,33.3,"0.09","0.09","0.33",50
"Wiles, Nathan",686249,"ATL","FF","4-Seam Fastball",-17.5,-2,"9",37.5,"5","0.75","1","0.61",16.7,20,50,"0.468","0.591","0.374",25
"Clevinger, Mike",605182,"CWS","ST","Sweeper",2.2,0,"22",19.3,"5","0","0","0.14",11.1,0,0,"0.11","0.158","0.232",25
"Granillo, Andre",701552,"STL","CH","Changeup",3,1,"20",5.5,"4","0","0","0",50,50,33.3,"0.17","0.182","0.12",50
"Graceffo, Gordon",700669,"STL","SI","Sinker",-3.7,0,"11",1.5,"4","0","0","0.35",0,0,,"0.229","0.231","0.455",50
"Gage, Matt",657424,"SF","ST","Sweeper",-4.4,-1,"18",3.4,"4","0.5","0.5","0.45",12.5,0,0,"0.321","0.344","0.297",0
"Acton, Garrett",670183,"TB","FF","4-Seam Fastball",-0.3,0,"17",81,"4","0","0","0.35",0,0,0,"0.014","0.02","0.358",50
"Rasmussen, Drew",656876,"TB","CH","Changeup",0.1,0,"28",1.2,"4","0","0","0",33.3,50,8,"0.029","0.035","0.029",0
"Van Belle, Brian",687003,"TB","SL","Slider",-2.2,0,"11",8.5,"4","0.25","1","0.5",14.3,0,0,"0.335","0.921","0.518",50
"Castillo, Luis F.",622379,"SEA","SI","Sinker",-3.8,-1,"27",16.1,"4","0.75","0.75","0.675",10,0,0,"0.535","0.679","0.53",50
"Rasmussen, Drew",656876,"TB","SL","Slider",2.2,0,"5",0.2,"4","0.25","0.25","0.225",0,25,20,"0.236","0.453","0.287",66.7
"Cleavinger, Garrett",664076,"TB","FC","Cutter",-3.3,0,"15",1.7,"4","0.333","1.333","0.675",40,25,100,"0.263","0.49","0.411",50
"Wilcox, Cole",677961,"TB","SI","Sinker",-10.7,-1,"14",35.9,"4","0.667","0.667","0.85",0,0,0,"0.432","0.509","0.481",66.7
"Gilbert, Logan",669302,"SEA","SI","Sinker",-5.7,-1,"21",1,"4","0.75","1","0.763",18.2,25,33.3,"0.46","0.547","0.436",100
"Van Belle, Brian",687003,"TB","ST","Sweeper",-4.2,-1,"19",14.7,"4","0.5","0.75","0.538",57.1,25,16.7,"0.268","0.441","0.301",66.7
"Bigge, Hunter",685801,"TB","SI","Sinker",-9.6,-1,"9",4,"4","0.333","1.333","0.675",16.7,0,0,"0.376","0.907","0.565",66.7
"Cruz, Omar",678316,"SD","CH","Changeup",-3.3,-1,"21",25.9,"4","0.5","1","0.663",55.6,0,0,"0.264","0.455","0.497",50
"Gillaspie, Logan",670810,"SD","CU","Curveball",1.4,0,"12",10.7,"4","0.25","0.25","0.225",0,25,25,"0.168","0.342","0.207",100
"Coulombe, Danny",543056,"TEX","CU","Curveball",-3.4,-1,"20",2.8,"4","0.25","0.5","0.313",22.2,0,0,"0.534","0.57","0.49",50
"Chandler, Bubba",696149,"PIT","CU","Curveball",-2.4,-1,"28",6.1,"4","0.5","0.5","0.45",9.1,0,0,"0.208","0.241","0.196",25
"Barco, Hunter",682995,"PIT","FS","Split-Finger",2.2,0,"13",28.3,"4","0.25","0.25","0.225",42.9,50,40,"0.077","0.091","0.069",50
"Zimmermann, Bruce",669145,"MIL","FC","Cutter",-33.5,-2,"6",6.6,"4","0.333","1.333","0.533",0,0,0,"0.067","0.183","0.3",33.3
"Krook, Matt",640454,"ATH","SI","Sinker",0.2,0,"23",32.4,"4","0.333","0.667","0.417",11.1,0,0,"0.41","0.881","0.544",50
"Edwards Jr., Carl",605218,"TEX","CH","Changeup",-4.6,-1,"13",14.4,"4","0.25","1","0.5",50,25,33.3,"0.278","0.772","0.432",33.3
"Leclerc, José",600917,"ATH","FC","Cutter",-8.4,-3,"32",14,"4","0.5","1.25","0.725",38.5,0,0,"0.442","1.025","0.608",50
"Estes, Joey",683155,"ATH","CH","Changeup",2,0,"17",9.1,"4","0.25","0.25","0.225",10,0,0,"0.203","0.233","0.193",25
"Duran, Carlos",679922,"ATH","FF","4-Seam Fastball",-8.7,-1,"12",44.4,"4","1","1","0.75",0,0,0,"0.643","0.774","0.68",0
"Kelly, Michael",547184,"ATH","SI","Sinker",2.1,1,"30",4.6,"4","0","0","0",8.3,0,0,"0.256","0.886","0.465",25
"Perdomo, Angel",622780,"ATH","SL","Slider",-0.1,0,"21",29.2,"4","0","0","0.35",16.7,0,0,"0.273","0.307","0.475",50
"Scherzer, Max",453286,"TOR","FC","Cutter",-1.2,0,"24",1.7,"4","0.25","0.5","0.313",10,0,0,"0.2","0.25","0.193",0
"Piña, Robinson",673820,"TOR","FS","Split-Finger",-12.4,-2,"14",23,"4","0.25","1","0.725",28.6,0,0,"0.294","0.982","0.524",25
"Garza, Justin",621057,"NYM","CU","Curveball",-8.9,-1,"8",9.3,"4","0.5","0.75","0.538",0,0,0,"0.533","1.125","0.698",75
"Turnbull, Spencer",605513,"TOR","SI","Sinker",-7.5,-1,"8",6.4,"4","0.5","0.75","0.538",0,0,0,"0.166","0.312","0.205",50
"Adcock, Ty",686654,"NYM","FF","4-Seam Fastball",1.1,0,"34",41.5,"4","0","0","0.175",16.7,50,11.1,"0.059","0.16","0.241",0
"Carrillo, Alex",692024,"NYM","FS","Split-Finger",3.7,1,"22",26.2,"4","0","0","0",66.7,75,37.5,"0.011","0.012","0.01",0
"Megill, Tylor",656731,"NYM","ST","Sweeper",2.5,0,"13",1.1,"4","0","0","0.175",33.3,25,25,"0.064","0.08","0.219",0
"Lovelady, Richard",663992,"NYM","SL","Slider",5.2,1,"24",10.9,"4","0","0","0",26.7,50,28.6,"0.046","0.047","0.043",0
"McCaughan, Darren",670766,"MIN","CH","Changeup",9.5,1,"10",11.6,"4","0","0","0",28.6,0,0,"0.208","0.231","0.197",0
"Laweryson, Cody",689520,"MIN","FC","Cutter",6.8,1,"10",10.8,"4","0","0","0",28.6,25,20,"0.081","0.1","0.221",0
"Henry, Cole",669371,"WSH","CH","Changeup",-0.7,0,"27",2.8,"4","0.25","0.25","0.225",14.3,0,0,"0.513","0.625","0.493",50
"Lara, Andry",691251,"WSH","FS","Split-Finger",5.7,1,"15",5.9,"4","0","0","0",33.3,50,40,"0.124","0.14","0.119",50
"Lao, Sauryn",666659,"WSH","CH","Changeup",0.4,0,"14",7.6,"4","0","0","0.175",25,0,0,"0.162","0.194","0.289",33.3
"Bride, Jonah",681146,"MIN","CU","Curveball",-4.3,-1,"12",10.5,"4","0.5","0.5","0.45",0,0,,"0.301","0.424","0.308",25
"Gervase, Paul",801434,"LAD","FC","Cutter",-1.6,0,"16",11.8,"4","0.333","0.333","0.4",0,0,0,"0.167","0.181","0.291",33.3
"Misiewicz, Anthony",664948,"MIN","CH","Changeup",-9.9,-2,"23",20,"4","0.25","1","0.5",44.4,25,11.1,"0.224","0.78","0.408",66.7
"Adams, Travis",701519,"MIN","CU","Curveball",-6.8,-2,"27",4.1,"4","0.75","1.5","0.95",20,25,20,"0.537","1.212","0.73",66.7
"Hill, Rich",448179,"KC","ST","Sweeper",5.2,1,"10",5.8,"4","0","0","0.175",0,0,0,"0.224","0.25","0.33",33.3
"Johnson, Seth",686751,"PHI","FS","Split-Finger",-11.7,-2,"16",7.5,"4","0.5","1.5","0.813",11.1,0,0,"0.396","0.709","0.46",100
"Abreu, Bryan",650556,"HOU","SI","Sinker",-2.3,0,"14",1.2,"4","0.333","0.333","0.4",33.3,25,33.3,"0.222","0.241","0.328",50
"King, Bryan",687911,"HOU","CH","Changeup",3.2,1,"16",1.5,"4","0","0","0",0,0,0,"0.207","0.234","0.196",50
"Scott, Tayler",605463,"HOU","SI","Sinker",2,0,"15",2.8,"4","0","0","0.35",33.3,0,,"0.151","0.152","0.42",0
"Murray, Jayden",681151,"HOU","FC","Cutter",8.8,1,"10",5.7,"4","0","0","0.175",16.7,0,0,"0.239","0.611","0.439",100
"Hoffman, Nolan",676510,"PHI","FF","4-Seam Fastball",-8.1,-1,"14",53.8,"4","0.667","1","0.713",16.7,25,50,"0.093","0.164","0.255",0
"Thompson, Zach",605507,"ATL","FC","Cutter",3.7,1,"16",26.7,"4","0","0","0.175",16.7,25,20,"0.049","0.069","0.213",0
"Urquidy, José",664353,"DET","CH","Changeup",-1.8,0,"16",28.6,"4","0.333","0.333","0.4",63.6,25,12.5,"0.304","0.34","0.392",0
"Maeda, Kenta",628317,"DET","SI","Sinker",-7,-1,"14",8.2,"4","0.667","1","0.713",20,0,,"0.63","0.797","0.637",33.3
"Flaherty, Jack",656427,"DET","CH","Changeup",-2.4,-2,"72",2.5,"4","0.333","0.333","0.4",35.3,0,0,"0.058","0.069","0.217",0
"Nido, Tomás",621512,"DET","SL","Slider",5.8,0,"7",77.8,"4","0","0","0.175",0,0,,"0.119","0.119","0.233",0
"Maeda, Kenta",628317,"DET","SL","Slider",-0.3,0,"30",17.6,"4","0","0","0.525",41.7,0,0,"0.01","0.01","0.527",0
"Molina, Anthony",683627,"COL","SI","Sinker",-6.7,-2,"29",4.8,"4","0.667","1.667","0.9",14.3,0,0,"0.387","0.703","0.521",33.3
"Senzatela, Antonio",622608,"COL","SI","Sinker",-20.9,-3,"12",0.5,"4","0.75","1.75","1.038",14.3,0,0,"0.35","1.107","0.593",25
"Cox, Austin",680735,"ATL","FC","Cutter",-23.6,-4,"15",3.5,"4","0.75","1.75","1.038",0,0,,"0.652","1.513","0.898",75
"Molina, Anthony",683627,"COL","FC","Cutter",-9.3,-2,"21",3.5,"4","0.5","2","1",10,0,0,"0.452","1.235","0.689",75
"Petty, Chase",695534,"CIN","ST","Sweeper",-5,-1,"19",11.2,"4","0.25","1","0.5",60,25,12.5,"0.204","0.379","0.245",33.3
"Leasure, Jordan",673929,"CWS","SI","Sinker",0.5,0,"14",1.2,"4","0","0","0.175",16.7,25,25,"0.086","0.086","0.233",0
"Freeman, Caleb",673965,"CWS","SL","Slider",5.5,1,"15",21.4,"4","0","0","0",33.3,50,16.7,"0.106","0.36","0.189",50
"Burns, Chase",695505,"CIN","CU","Curveball",-9.8,-1,"13",1.7,"4","0.5","1.25","0.725",25,25,50,"0.371","1.045","0.581",66.7
"Castro, Miguel",612434,"CWS","SI","Sinker",-2.8,0,"13",12.4,"4","0.333","0.333","0.4",0,0,0,"0.52","0.585","0.543",33.3
"Freeman, Caleb",673965,"CWS","CU","Curveball",-6.3,-1,"21",30,"4","0.75","1","0.763",0,25,25,"0.395","0.457","0.371",66.7
"Palisch, Jake",669449,"CWS","FF","4-Seam Fastball",0.5,0,"8",33.3,"4","0.25","0.25","0.225",0,0,0,"0.373","0.422","0.35",50
"White, Owen",669391,"CWS","CU","Curveball",-23.5,-1,"5",4.2,"4","0.5","1.25","0.725",0,0,0,"0.435","0.757","0.509",25
"Fulmer, Michael",605242,"CHC","FF","4-Seam Fastball",1,0,"21",23.3,"4","0.25","0.5","0.313",14.3,25,25,"0.32","0.661","0.413",66.7
"Fulmer, Michael",605242,"CHC","SI","Sinker",-2.6,0,"9",10,"4","0.333","0.667","0.488",0,0,0,"0.332","0.973","0.578",33.3
"González, Wikelman",682790,"CWS","SL","Slider",0.9,0,"19",5.2,"4","0.333","0.333","0.225",44.4,50,33.3,"0.114","0.134","0.215",100
"Assad, Javier",665871,"CHC","SL","Slider",-16.2,-1,"8",1.4,"4","0.5","1.5","0.813",0,0,0,"0.276","0.887","0.473",50
"Imanaga, Shota",684007,"CHC","SL","Slider",4.6,1,"13",0.6,"4","0.25","0.25","0.225",57.1,25,50,"0.139","0.321","0.193",33.3
"Roa, Christian",685005,"MIA","SI","Sinker",3.9,1,"17",41.5,"4","0","0","0.175",0,0,,"0.315","0.984","0.576",33.3
"De León, José",592254,"BOS","CH","Changeup",-7.4,-1,"13",12.9,"4","0.75","0.75","0.675",33.3,0,0,"0.591","0.679","0.562",0
"Murphy, Chris",669684,"BOS","FS","Split-Finger",-29.4,-2,"6",1.1,"4","0.5","1.25","0.725",25,25,33.3,"0.25","0.506","0.318",33.3
"Sánchez, Ali",645305,"BOS","CU","Curveball",-12.2,-2,"14",77.8,"4","1","1.667","0.85",0,0,,"0.37","1.08","0.461",75
"Zimmermann, Bruce",669145,"MIL","SL","Slider",-7.7,-1,"16",17.6,"4","0.75","0.75","0.675",16.7,0,0,"0.458","0.494","0.421",25
"Campbell, Isaiah",663462,"BOS","ST","Sweeper",1.8,0,"19",17.4,"4","0.25","0.25","0.225",15.4,0,0,"0.449","0.537","0.431",25
"Martinez, Seth",661527,"MIA","SI","Sinker",-13.9,-2,"11",9.2,"4","0.667","1.667","0.725",0,0,,"0.574","1.52","0.805",75
"Harrison, Kyle",690986,"BOS","SI","Sinker",2.4,0,"12",2,"4","0.5","0.5","0.45",0,25,100,"0.263","0.284","0.244",0
"Tolle, Payton",801139,"BOS","CU","Curveball",1.9,0,"18",5.9,"4","0","0","0",16.7,25,7.7,"0.285","0.312","0.258",66.7
"Suárez, Albert",544150,"BAL","CU","Curveball",-4.1,-1,"23",13.3,"4","0.5","0.5","0.45",14.3,0,0,"0.346","0.412","0.33",25
"Poteet, Cody",547001,"BAL","SL","Slider",-4.8,-1,"24",35.3,"4","0.333","1","0.575",0,0,0,"0.079","0.209","0.263",33.3
"Rodríguez, Elvin",660730,"BAL","CH","Changeup",-4.4,-1,"20",6,"4","0.333","0.667","0.488",25,0,0,"0.235","0.592","0.428",33.3
"Ragsdale, Carson",685068,"BAL","CU","Curveball",-0.3,0,"30",31.6,"4","0.25","0.5","0.313",20,25,8.3,"0.07","0.097","0.071",0
"Weaver, Luke",596133,"NYY","SL","Slider",2.8,0,"16",1.5,"4","0","0","0.175",28.6,0,0,"0.019","0.02","0.189",0
"Espada, Jose",664744,"BAL","FF","4-Seam Fastball",2.5,0,"14",48.3,"4","0.25","0.25","0.225",22.2,25,50,"0.007","0.009","0.007",33.3
"Poteet, Cody",547001,"BAL","CH","Changeup",2.7,0,"13",19.1,"4","0.25","0.25","0.225",28.6,25,16.7,"0.222","0.247","0.207",0
"Suárez, Albert",544150,"BAL","CH","Changeup",8,2,"19",11,"4","0","0","0",23.1,25,33.3,"0.095","0.097","0.089",0
"Espada, Jose",664744,"BAL","FS","Split-Finger",9.4,1,"9",31,"4","0","0","0",85.7,75,100,"0.022","0.023","0.02",0
"Rashi, Taylor",688497,"AZ","CU","Curveball",-2.5,-1,"28",8.8,"4","0.75","0.75","0.675",14.3,0,0,"0.556","0.67","0.537",75
"Richards, Trevor",670950,"AZ","SL","Slider",-4.6,-1,"12",10.3,"4","0.5","0.75","0.538",16.7,0,0,"0.297","0.356","0.286",50
"Hoffmann, Andrew",694851,"AZ","SL","Slider",-3.9,-1,"20",8.2,"4","0.333","0.667","0.488",44.4,0,0,"0.352","0.563","0.471",66.7
"Nelson, Kyle",669459,"AZ","SL","Slider",-6,-1,"24",54.5,"4","0.333","1.333","0.675",40,25,14.3,"0.251","0.982","0.548",50
"Rodriguez, Carlos",692230,"MIL","CU","Curveball",4.2,1,"14",6.7,"4","0","0","0",83.3,75,30,"0.001","0.001","0.001",0
"Yoho, Craig",684974,"MIL","ST","Sweeper",-5.8,-1,"16",9.1,"4","0.667","0.667","0.625",16.7,0,0,"0.16","0.169","0.287",0
"Woodruff, Brandon",605540,"MIL","ST","Sweeper",-42.2,-5,"12",1.2,"4","0.5","2","1",33.3,50,40,"0.344","1.359","0.687",100
"Curtiss, John",595928,"AZ","CH","Changeup",0.2,0,"37",6.8,"4","0","0","0",57.1,25,5.9,"0.178","0.209","0.163",33.3
"Koenig, Jared",657649,"MIL","FF","4-Seam Fastball",-3.2,0,"14",1.3,"4","0.25","0.25","0.225",50,75,25,"0.225","0.261","0.214",0
"Strickland, Hunter",519326,"LAA","CH","Changeup",-4.9,-1,"28",8.4,"4","0.25","1","0.725",37.5,50,14.3,"0.194","0.725","0.37",50
"Stephenson, Robert",596112,"LAA","SL","Slider",3.7,0,"11",7.5,"4","0.25","0.5","0.313",50,50,50,"0.107","0.12","0.098",50
"Rodriguez, Carlos",692230,"MIL","SI","Sinker",-20.7,-2,"12",5.8,"4","1","3","1.163",0,0,0,"0.537","1.707","0.808",100
"Thomas, Connor",671162,"MIL","ST","Sweeper",-4.9,-1,"20",16.8,"4","0.667","1","0.538",12.5,25,14.3,"0.367","0.442","0.402",66.7
"McGee, Easton",668834,"MIL","FC","Cutter",0.5,0,"29",13,"4","0.5","0.75","0.538",6.3,0,0,"0.327","0.515","0.358",50
"Toussaint, Touki",657053,"LAA","SI","Sinker",3.2,1,"21",56.8,"4","0.25","0.25","0.225",28.6,25,33.3,"0.15","0.356","0.206",66.7
"Peralta, Sammy",671111,"LAA","FF","4-Seam Fastball",-2.5,0,"13",8.5,"4","0.25","0.25","0.225",0,25,8.3,"0.152","0.196","0.154",0
"Henderson, Logan",701656,"MIL","SL","Slider",-1.6,0,"14",3.4,"4","0.5","0.5","0.45",12.5,0,0,"0.411","0.457","0.386",25
"Anderson, Ian",666120,"LAA","CU","Curveball",-8.1,-2,"28",13.8,"4","0.25","1","0.5",11.1,0,0,"0.332","0.883","0.5",50
"Burleson, Alec",676475,"STL","CH","Changeup",-4.3,0,"7",100,"4","0.333","0.333","0.4",0,0,,"0.284","0.58","0.448",66.7
"McGuire, Reese",624512,"CHC","CU","Curveball",-46.8,-2,"5",29.4,"3","1","2.5","1.2",0,0,0,"0.614","1.149","0.731",50
"Lugo, Seth",607625,"KC","FS","Split-Finger",1.2,0,"13",0.5,"3","0","0","0",75,66.7,50,"0.026","0.026","0.024",0
"Phillips, Connor",683175,"CIN","CU","Curveball",-6.5,-1,"19",5,"3","0.667","1","0.717",33.3,0,0,"0.438","0.869","0.55",66.7
"Wilcox, Cole",677961,"TB","SL","Slider",-8,-1,"10",25.6,"3","0.333","0.333","0.6",0,0,0,"0.42","0.446","0.384",33.3
"Stephenson, Robert",596112,"LAA","FS","Split-Finger",6.8,1,"12",8.2,"3","0","0","0",28.6,0,0,"0.163","0.189","0.148",0
"Long, Sam",669674,"KC","ST","Sweeper",-8.8,-1,"8",1,"3","0.667","0.667","0.6",40,33.3,33.3,"0.557","0.594","0.508",0
"Rangel, Alan",660604,"PHI","CU","Curveball",5.6,1,"11",6.3,"3","0","0","0",0,33.3,50,"0.009","0.011","0.008",0
"López, Reynaldo",625643,"ATL","CU","Curveball",-6.5,-1,"12",12.8,"3","0.667","0.667","0.6",0,0,0,"0.38","0.443","0.358",66.7
"Young, Danny",664849,"NYM","FC","Cutter",-11.2,-1,"5",3.2,"3","0.667","0.667","0.6",20,33.3,33.3,"0.347","0.405","0.318",100
"Monteverde, Patrick",687287,"MIA","CU","Curveball",-4.8,-1,"12",13.8,"3","0.667","0.667","0.6",25,33.3,16.7,"0.293","0.437","0.31",100
"Helsley, Ryan",664854,"NYM","FC","Cutter",3.2,0,"13",1.3,"3","0.333","0.333","0.3",0,0,0,"0.333","0.523","0.366",33.3
"Fitts, Richard",690916,"BOS","CH","Changeup",-3.8,-1,"19",2.6,"3","0.5","0.5","0.533",37.5,0,0,"0.519","0.561","0.554",0
"Burdi, Nick",595897,"BOS","FF","4-Seam Fastball",-4.3,-1,"19",22.9,"3","0.5","0.5","0.533",16.7,0,0,"0.512","0.676","0.579",100
"Pop, Zach",647315,"NYM","SL","Slider",-0.9,0,"26",20.5,"3","0.333","0.333","0.3",14.3,0,0,"0.136","0.155","0.124",0
"Ragsdale, Carson",685068,"BAL","SL","Slider",-16.7,-1,"7",7.4,"3","0.667","1","0.717",0,0,0,"0.501","1.054","0.647",66.7
"Matz, Steven",571927,"BOS","SL","Slider",-4.3,-1,"18",1.6,"3","0.5","1","0.65",22.2,0,0,"0.337","0.519","0.481",50
